Date.Day,Date.Full,Date.Month,Date.Year,Show.Name,Show.Theatre,Show.Type,Statistics.Attendance,Statistics.Capacity,Statistics.Gross,Statistics.Gross Potential,Statistics.Performances
14,9/14/2014,9,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7257,100,848790,95,8
14,9/14/2014,9,2014,Aladdin,New Amsterdam,Musical,13616,99,1312257,99,8
14,9/14/2014,9,2014,Beautiful,Stephen Sondheim,Musical,8215,100,1300961,101,8
14,9/14/2014,9,2014,Cabaret '14,Studio 54,Musical,5946,83,643502,64,8
14,9/14/2014,9,2014,Chicago,Ambassador,Musical,7874,91,619784,62,8
14,9/14/2014,9,2014,Cinderella,Broadway,Musical,8506,61,598979,37,8
14,9/14/2014,9,2014,Hedwig And The Angry Inch,Belasco,Musical,5705,71,524687,61,8
14,9/14/2014,9,2014,If/Then,Richard Rodgers,Musical,9045,86,698918,54,8
14,9/14/2014,9,2014,It'S Only A Play,Schoenfeld,Play,8569,100,1230603,110,0
14,9/14/2014,9,2014,Jersey Boys,August Wilson,Musical,8561,87,848378,74,8
14,9/14/2014,9,2014,Kinky Boots,Al Hirschfeld,Musical,11168,98,1228758,83,8
14,9/14/2014,9,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,5245,96,652702,90,8
14,9/14/2014,9,2014,Les Miserables '14,Imperial,Musical,10034,89,813225,67,8
14,9/14/2014,9,2014,Love Letters 2014,Brooks Atkinson,Play,1375,64,54749,24,0
14,9/14/2014,9,2014,Mamma Mia!,Broadhurst,Musical,8481,91,659092,59,8
14,9/14/2014,9,2014,Matilda,Shubert,Musical,10050,88,805004,63,8
14,9/14/2014,9,2014,Motown The Musical,Lunt-Fontanne,Musical,11108,92,1026470,72,8
14,9/14/2014,9,2014,Once,Jacobs,Musical,6129,72,467069,51,8
14,9/14/2014,9,2014,Pippin,Music Box,Musical,7101,90,552516,53,8
14,9/14/2014,9,2014,Rock Of Ages,Helen Hayes,Musical,3985,85,323441,60,8
14,9/14/2014,9,2014,The Book Of Mormon,Eugene O'Neill,Musical,8741,102,1555886,112,8
14,9/14/2014,9,2014,The Country House,Friedman,Play,3704,81,198383,38,0
14,9/14/2014,9,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,3801,93,288614,66,0
14,9/14/2014,9,2014,The Lion King,Minskoff,Musical,13478,99,1725567,94,8
14,9/14/2014,9,2014,The Phantom Of The Opera,Majestic,Musical,11522,90,897140,59,8
14,9/14/2014,9,2014,This Is Our Youth,Cort,Play,7164,84,372793,50,5
14,9/14/2014,9,2014,Wicked,Gershwin,Musical,14352,99,1462840,87,8
14,9/14/2014,9,2014,You Can'T Take It With You,Longacre,Play,7481,87,542918,57,0
21,9/21/2014,9,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7289,100,915495,103,8
21,9/21/2014,9,2014,Aladdin,New Amsterdam,Musical,13475,98,1276833,96,8
21,9/21/2014,9,2014,Beautiful,Stephen Sondheim,Musical,8261,101,1295796,101,8
21,9/21/2014,9,2014,Cabaret '14,Studio 54,Musical,5570,78,657828,65,8
21,9/21/2014,9,2014,Chicago,Ambassador,Musical,6513,75,528307,53,8
21,9/21/2014,9,2014,Cinderella,Broadway,Musical,6732,48,466579,39,8
21,9/21/2014,9,2014,Hedwig And The Angry Inch,Belasco,Musical,6127,87,572955,76,7
21,9/21/2014,9,2014,If/Then,Richard Rodgers,Musical,8927,85,675958,52,8
21,9/21/2014,9,2014,It'S Only A Play,Schoenfeld,Play,8623,101,1277059,115,0
21,9/21/2014,9,2014,Jersey Boys,August Wilson,Musical,8300,84,868591,76,8
21,9/21/2014,9,2014,Kinky Boots,Al Hirschfeld,Musical,11086,97,1323036,89,8
21,9/21/2014,9,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,5459,100,696922,96,8
21,9/21/2014,9,2014,Les Miserables '14,Imperial,Musical,8011,71,706054,58,8
21,9/21/2014,9,2014,Love Letters 2014,Brooks Atkinson,Play,5407,63,162749,21,4
21,9/21/2014,9,2014,Mamma Mia!,Broadhurst,Musical,7717,83,641542,57,8
21,9/21/2014,9,2014,Matilda,Shubert,Musical,7776,68,672778,52,8
21,9/21/2014,9,2014,Motown The Musical,Lunt-Fontanne,Musical,10609,88,1021745,72,8
21,9/21/2014,9,2014,On The Town 2014,Lyric,Musical,1759,94,103586,45,0
21,9/21/2014,9,2014,Once,Jacobs,Musical,5033,59,407108,44,8
21,9/21/2014,9,2014,Pippin,Music Box,Musical,5895,74,509482,49,8
21,9/21/2014,9,2014,Rock Of Ages,Helen Hayes,Musical,3888,83,337242,63,8
21,9/21/2014,9,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1602733,115,8
21,9/21/2014,9,2014,The Country House,Friedman,Play,4322,83,230242,39,0
21,9/21/2014,9,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,6005,98,466650,71,0
21,9/21/2014,9,2014,The Lion King,Minskoff,Musical,13516,99,1740907,91,8
21,9/21/2014,9,2014,The Phantom Of The Opera,Majestic,Musical,10155,79,840392,55,8
21,9/21/2014,9,2014,This Is Our Youth,Cort,Play,5580,66,418041,55,8
21,9/21/2014,9,2014,Wicked,Gershwin,Musical,12694,88,1356354,81,8
21,9/21/2014,9,2014,You Can'T Take It With You,Longacre,Play,6831,80,532217,55,0
28,9/28/2014,9,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7093,98,807444,90,8
28,9/28/2014,9,2014,Aladdin,New Amsterdam,Musical,13504,98,1293112,97,8
28,9/28/2014,9,2014,Beautiful,Stephen Sondheim,Musical,8250,101,1278681,100,8
28,9/28/2014,9,2014,Cabaret '14,Studio 54,Musical,5117,72,566136,56,8
28,9/28/2014,9,2014,Chicago,Ambassador,Musical,6185,72,498324,50,8
28,9/28/2014,9,2014,Cinderella,Broadway,Musical,8438,60,568115,47,8
28,9/28/2014,9,2014,Disgraced,Lyceum,Play,1583,86,100824,50,0
28,9/28/2014,9,2014,Hedwig And The Angry Inch,Belasco,Musical,5271,75,498220,66,7
28,9/28/2014,9,2014,If/Then,Richard Rodgers,Musical,8493,81,590185,46,8
28,9/28/2014,9,2014,It'S Only A Play,Schoenfeld,Play,8554,100,1261025,113,0
28,9/28/2014,9,2014,Jersey Boys,August Wilson,Musical,7770,79,817139,71,8
28,9/28/2014,9,2014,Kinky Boots,Al Hirschfeld,Musical,10522,92,1230190,83,8
28,9/28/2014,9,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,5151,94,630847,87,8
28,9/28/2014,9,2014,Les Miserables '14,Imperial,Musical,7670,68,665663,55,8
28,9/28/2014,9,2014,Love Letters 2014,Brooks Atkinson,Play,3360,39,178812,20,8
28,9/28/2014,9,2014,Mamma Mia!,Broadhurst,Musical,7804,84,649855,58,8
28,9/28/2014,9,2014,Matilda,Shubert,Musical,8761,76,776248,60,8
28,9/28/2014,9,2014,Motown The Musical,Lunt-Fontanne,Musical,10063,83,972330,69,8
28,9/28/2014,9,2014,On The Town 2014,Lyric,Musical,10494,70,518116,29,0
28,9/28/2014,9,2014,Once,Jacobs,Musical,4887,58,355062,39,8
28,9/28/2014,9,2014,Pippin,Music Box,Musical,5728,72,444549,42,8
28,9/28/2014,9,2014,Rock Of Ages,Helen Hayes,Musical,3720,80,315948,59,8
28,9/28/2014,9,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1596473,115,8
28,9/28/2014,9,2014,The Country House,Friedman,Play,4927,95,225325,38,0
28,9/28/2014,9,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7065,99,590727,77,0
28,9/28/2014,9,2014,The Lion King,Minskoff,Musical,13446,99,1754196,91,8
28,9/28/2014,9,2014,The Phantom Of The Opera,Majestic,Musical,9996,78,834859,55,8
28,9/28/2014,9,2014,This Is Our Youth,Cort,Play,5140,61,395194,51,8
28,9/28/2014,9,2014,Wicked,Gershwin,Musical,12923,89,1386090,82,8
28,9/28/2014,9,2014,You Can'T Take It With You,Longacre,Play,7384,86,381328,39,1
5,10/5/2014,10,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7053,97,849170,95,8
5,10/5/2014,10,2014,Aladdin,New Amsterdam,Musical,13582,99,1318128,97,8
5,10/5/2014,10,2014,Beautiful,Stephen Sondheim,Musical,8271,101,1279354,100,8
5,10/5/2014,10,2014,Cabaret '14,Studio 54,Musical,4632,65,537342,53,8
5,10/5/2014,10,2014,Chicago,Ambassador,Musical,5935,69,479306,48,8
5,10/5/2014,10,2014,Cinderella,Broadway,Musical,7706,55,487724,40,8
5,10/5/2014,10,2014,Disgraced,Lyceum,Play,4674,73,292989,42,0
5,10/5/2014,10,2014,Hedwig And The Angry Inch,Belasco,Musical,5639,80,528099,70,7
5,10/5/2014,10,2014,If/Then,Richard Rodgers,Musical,7946,76,456099,35,8
5,10/5/2014,10,2014,It'S Only A Play,Schoenfeld,Play,8637,101,1248660,112,0
5,10/5/2014,10,2014,Jersey Boys,August Wilson,Musical,8256,84,844166,74,8
5,10/5/2014,10,2014,Kinky Boots,Al Hirschfeld,Musical,10219,90,1157229,78,8
5,10/5/2014,10,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,5651,104,762599,105,8
5,10/5/2014,10,2014,Les Miserables '14,Imperial,Musical,7589,67,666437,55,8
5,10/5/2014,10,2014,Love Letters 2014,Brooks Atkinson,Play,3956,46,214065,24,8
5,10/5/2014,10,2014,Mamma Mia!,Broadhurst,Musical,7874,84,659381,59,8
5,10/5/2014,10,2014,Matilda,Shubert,Musical,8205,72,713487,55,8
5,10/5/2014,10,2014,Motown The Musical,Lunt-Fontanne,Musical,10300,85,981415,69,8
5,10/5/2014,10,2014,On The Town 2014,Lyric,Musical,11625,78,565544,32,0
5,10/5/2014,10,2014,Once,Jacobs,Musical,5617,66,358134,39,8
5,10/5/2014,10,2014,Pippin,Music Box,Musical,5148,65,402674,38,8
5,10/5/2014,10,2014,Rock Of Ages,Helen Hayes,Musical,3868,83,332574,59,8
5,10/5/2014,10,2014,The Book Of Mormon,Eugene O'Neill,Musical,8739,102,1611038,116,8
5,10/5/2014,10,2014,The Country House,Friedman,Play,4773,92,196922,38,5
5,10/5/2014,10,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7063,99,501192,65,1
5,10/5/2014,10,2014,The Last Ship,Neil Simon,Musical,6779,72,533382,49,0
5,10/5/2014,10,2014,The Lion King,Minskoff,Musical,13456,99,1853776,99,8
5,10/5/2014,10,2014,The Phantom Of The Opera,Majestic,Musical,9955,78,818490,54,8
5,10/5/2014,10,2014,The Real Thing 2014,American Airlines,Play,3362,91,264607,66,0
5,10/5/2014,10,2014,This Is Our Youth,Cort,Play,5472,64,358375,46,8
5,10/5/2014,10,2014,Wicked,Gershwin,Musical,13235,91,1406222,84,8
5,10/5/2014,10,2014,You Can'T Take It With You,Longacre,Play,7048,82,571079,58,8
12,10/12/2014,10,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7286,100,948209,106,8
12,10/12/2014,10,2014,Aladdin,New Amsterdam,Musical,13785,100,1614428,112,8
12,10/12/2014,10,2014,Beautiful,Stephen Sondheim,Musical,8257,101,1411132,108,8
12,10/12/2014,10,2014,Cabaret '14,Studio 54,Musical,6083,85,689019,69,8
12,10/12/2014,10,2014,Chicago,Ambassador,Musical,6804,79,590152,59,8
12,10/12/2014,10,2014,Cinderella,Broadway,Musical,9937,71,760861,63,8
12,10/12/2014,10,2014,Disgraced,Lyceum,Play,5137,80,319485,46,0
12,10/12/2014,10,2014,Hedwig And The Angry Inch,Belasco,Musical,6576,93,662552,88,7
12,10/12/2014,10,2014,If/Then,Richard Rodgers,Musical,8486,81,741315,57,8
12,10/12/2014,10,2014,It'S Only A Play,Schoenfeld,Play,8690,102,1173897,105,5
12,10/12/2014,10,2014,Jersey Boys,August Wilson,Musical,8817,90,940451,78,8
12,10/12/2014,10,2014,Kinky Boots,Al Hirschfeld,Musical,10998,97,1376997,88,8
12,10/12/2014,10,2014,Les Miserables '14,Imperial,Musical,8408,75,814410,67,8
12,10/12/2014,10,2014,Love Letters 2014,Brooks Atkinson,Play,4462,52,339907,38,8
12,10/12/2014,10,2014,Mamma Mia!,Broadhurst,Musical,8882,95,766485,68,8
12,10/12/2014,10,2014,Matilda,Shubert,Musical,10962,96,1092670,85,8
12,10/12/2014,10,2014,Motown The Musical,Lunt-Fontanne,Musical,11130,92,1109204,78,8
12,10/12/2014,10,2014,On The Town 2014,Lyric,Musical,11243,86,608694,39,0
12,10/12/2014,10,2014,Once,Jacobs,Musical,5428,64,437660,48,8
12,10/12/2014,10,2014,Pippin,Music Box,Musical,6929,87,589427,56,8
12,10/12/2014,10,2014,Rock Of Ages,Helen Hayes,Musical,4180,90,373909,66,8
12,10/12/2014,10,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1739131,120,8
12,10/12/2014,10,2014,The Country House,Friedman,Play,4273,82,268583,45,8
12,10/12/2014,10,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7926,97,769927,80,8
12,10/12/2014,10,2014,The Last Ship,Neil Simon,Musical,7359,80,540725,51,0
12,10/12/2014,10,2014,The Lion King,Minskoff,Musical,13604,100,2050270,104,8
12,10/12/2014,10,2014,The Phantom Of The Opera,Majestic,Musical,11088,86,975371,64,8
12,10/12/2014,10,2014,The Real Thing 2014,American Airlines,Play,5507,93,462063,72,0
12,10/12/2014,10,2014,This Is Our Youth,Cort,Play,5378,63,421840,54,8
12,10/12/2014,10,2014,Wicked,Gershwin,Musical,14715,96,1806175,107,8
12,10/12/2014,10,2014,You Can'T Take It With You,Longacre,Play,7529,88,671178,68,8
19,10/19/2014,10,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7319,101,920334,103,8
19,10/19/2014,10,2014,Aladdin,New Amsterdam,Musical,13750,100,1438023,107,8
19,10/19/2014,10,2014,Beautiful,Stephen Sondheim,Musical,8271,101,1308749,102,8
19,10/19/2014,10,2014,Cabaret '14,Studio 54,Musical,6208,87,719254,72,8
19,10/19/2014,10,2014,Chicago,Ambassador,Musical,7071,82,574653,58,8
19,10/19/2014,10,2014,Cinderella,Broadway,Musical,8384,60,643770,53,8
19,10/19/2014,10,2014,Disgraced,Lyceum,Play,6002,82,352737,46,0
19,10/19/2014,10,2014,Hedwig And The Angry Inch,Belasco,Musical,5552,92,544166,85,6
19,10/19/2014,10,2014,If/Then,Richard Rodgers,Musical,7788,74,627377,49,8
19,10/19/2014,10,2014,It'S Only A Play,Schoenfeld,Play,8650,101,1375481,104,8
19,10/19/2014,10,2014,Jersey Boys,August Wilson,Musical,8208,84,860751,75,8
19,10/19/2014,10,2014,Kinky Boots,Al Hirschfeld,Musical,11024,97,1363976,92,8
19,10/19/2014,10,2014,Les Miserables '14,Imperial,Musical,8821,78,790993,65,8
19,10/19/2014,10,2014,Love Letters 2014,Brooks Atkinson,Play,4374,51,319810,36,8
19,10/19/2014,10,2014,Mamma Mia!,Broadhurst,Musical,8115,87,678393,61,8
19,10/19/2014,10,2014,Matilda,Shubert,Musical,10815,94,941606,74,8
19,10/19/2014,10,2014,Motown The Musical,Lunt-Fontanne,Musical,10768,89,1074895,76,8
19,10/19/2014,10,2014,On The Town 2014,Lyric,Musical,13079,87,696571,39,4
19,10/19/2014,10,2014,Once,Jacobs,Musical,5162,61,448800,49,8
19,10/19/2014,10,2014,Pippin,Music Box,Musical,6355,80,536740,51,8
19,10/19/2014,10,2014,Rock Of Ages,Helen Hayes,Musical,4204,90,369767,65,8
19,10/19/2014,10,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1651464,119,8
19,10/19/2014,10,2014,The Country House,Friedman,Play,3933,76,253441,43,8
19,10/19/2014,10,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7879,97,848236,89,8
19,10/19/2014,10,2014,The Last Ship,Neil Simon,Musical,7899,75,575155,47,0
19,10/19/2014,10,2014,The Lion King,Minskoff,Musical,13414,99,1895200,98,8
19,10/19/2014,10,2014,The Phantom Of The Opera,Majestic,Musical,10843,84,935841,62,8
19,10/19/2014,10,2014,The Real Thing 2014,American Airlines,Play,5620,95,475917,74,0
19,10/19/2014,10,2014,This Is Our Youth,Cort,Play,5796,68,409597,52,8
19,10/19/2014,10,2014,Wicked,Gershwin,Musical,14440,100,1680849,100,8
19,10/19/2014,10,2014,You Can'T Take It With You,Longacre,Play,7506,87,680921,69,8
26,10/26/2014,10,2014,A Delicate Balance 2014,Golden,Play,6416,100,884596,102,0
26,10/26/2014,10,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7165,99,880771,99,8
26,10/26/2014,10,2014,Aladdin,New Amsterdam,Musical,13608,99,1383638,104,8
26,10/26/2014,10,2014,Beautiful,Stephen Sondheim,Musical,8271,101,1316237,102,8
26,10/26/2014,10,2014,Cabaret '14,Studio 54,Musical,5926,83,685294,68,8
26,10/26/2014,10,2014,Chicago,Ambassador,Musical,6695,77,538588,54,8
26,10/26/2014,10,2014,Cinderella,Broadway,Musical,7146,51,527427,44,8
26,10/26/2014,10,2014,Disgraced,Lyceum,Play,5990,82,362147,47,5
26,10/26/2014,10,2014,Hedwig And The Angry Inch,Belasco,Musical,6161,87,600961,81,7
26,10/26/2014,10,2014,If/Then,Richard Rodgers,Musical,7902,75,592093,46,8
26,10/26/2014,10,2014,It'S Only A Play,Schoenfeld,Play,8683,102,1376686,104,8
26,10/26/2014,10,2014,Jersey Boys,August Wilson,Musical,7992,81,826860,72,8
26,10/26/2014,10,2014,Kinky Boots,Al Hirschfeld,Musical,10698,94,1262059,85,8
26,10/26/2014,10,2014,Les Miserables '14,Imperial,Musical,7500,67,665388,55,8
26,10/26/2014,10,2014,Love Letters 2014,Brooks Atkinson,Play,3944,46,313629,35,8
26,10/26/2014,10,2014,Mamma Mia!,Broadhurst,Musical,8190,88,693671,62,8
26,10/26/2014,10,2014,Matilda,Shubert,Musical,9773,85,820242,64,8
26,10/26/2014,10,2014,Motown The Musical,Lunt-Fontanne,Musical,11462,95,1112901,79,8
26,10/26/2014,10,2014,On The Town 2014,Lyric,Musical,11987,80,837948,47,8
26,10/26/2014,10,2014,Once,Jacobs,Musical,5151,61,417186,45,8
26,10/26/2014,10,2014,Pippin,Music Box,Musical,5914,75,478032,46,8
26,10/26/2014,10,2014,Rock Of Ages,Helen Hayes,Musical,4104,88,364112,64,8
26,10/26/2014,10,2014,The Book Of Mormon,Eugene O'Neill,Musical,8754,103,1610255,116,8
26,10/26/2014,10,2014,The Country House,Friedman,Play,3811,73,250259,42,8
26,10/26/2014,10,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,8020,98,871328,91,8
26,10/26/2014,10,2014,The Last Ship,Neil Simon,Musical,9312,88,546914,52,1
26,10/26/2014,10,2014,The Lion King,Minskoff,Musical,13496,99,1851135,95,8
26,10/26/2014,10,2014,The Phantom Of The Opera,Majestic,Musical,9863,77,830933,55,8
26,10/26/2014,10,2014,The Real Thing 2014,American Airlines,Play,5783,98,446622,70,0
26,10/26/2014,10,2014,This Is Our Youth,Cort,Play,4996,59,367824,46,8
26,10/26/2014,10,2014,Wicked,Gershwin,Musical,13258,92,1489079,89,8
26,10/26/2014,10,2014,You Can'T Take It With You,Longacre,Play,7107,83,653711,66,8
2,11/2/2014,11,2014,A Delicate Balance 2014,Golden,Play,6416,100,850150,98,0
2,11/2/2014,11,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7061,97,757811,85,8
2,11/2/2014,11,2014,Aladdin,New Amsterdam,Musical,13528,98,1280885,99,8
2,11/2/2014,11,2014,Beautiful,Stephen Sondheim,Musical,7844,96,1033975,81,8
2,11/2/2014,11,2014,Cabaret '14,Studio 54,Musical,5474,77,611122,61,8
2,11/2/2014,11,2014,Chicago,Ambassador,Musical,5493,64,444182,45,8
2,11/2/2014,11,2014,Cinderella,Broadway,Musical,6797,49,501306,41,8
2,11/2/2014,11,2014,Disgraced,Lyceum,Play,5538,75,408008,52,8
2,11/2/2014,11,2014,Hedwig And The Angry Inch,Belasco,Musical,5413,77,498001,67,7
2,11/2/2014,11,2014,If/Then,Richard Rodgers,Musical,7361,70,404308,31,8
2,11/2/2014,11,2014,It'S Only A Play,Schoenfeld,Play,8468,99,1338059,101,8
2,11/2/2014,11,2014,Jersey Boys,August Wilson,Musical,6782,69,675647,59,8
2,11/2/2014,11,2014,Kinky Boots,Al Hirschfeld,Musical,9904,87,1100572,74,8
2,11/2/2014,11,2014,Les Miserables '14,Imperial,Musical,7224,64,608589,50,8
2,11/2/2014,11,2014,Love Letters 2014,Brooks Atkinson,Play,3961,46,258377,29,8
2,11/2/2014,11,2014,Mamma Mia!,Broadhurst,Musical,7247,78,602891,54,8
2,11/2/2014,11,2014,Matilda,Shubert,Musical,9441,82,760087,60,8
2,11/2/2014,11,2014,Motown The Musical,Lunt-Fontanne,Musical,8993,75,855012,60,8
2,11/2/2014,11,2014,On The Town 2014,Lyric,Musical,8749,58,675371,38,8
2,11/2/2014,11,2014,Once,Jacobs,Musical,4836,57,341135,37,8
2,11/2/2014,11,2014,Pippin,Music Box,Musical,5026,63,377838,36,8
2,11/2/2014,11,2014,Rock Of Ages,Helen Hayes,Musical,3476,75,278848,49,8
2,11/2/2014,11,2014,Side Show 2014,St. James,Musical,5696,73,349563,40,0
2,11/2/2014,11,2014,The Book Of Mormon,Eugene O'Neill,Musical,8751,103,1535238,110,8
2,11/2/2014,11,2014,The Country House,Friedman,Play,3565,69,217819,37,8
2,11/2/2014,11,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7911,97,862004,90,8
2,11/2/2014,11,2014,The Last Ship,Neil Simon,Musical,6333,59,495069,40,8
2,11/2/2014,11,2014,The Lion King,Minskoff,Musical,13395,98,1700190,93,8
2,11/2/2014,11,2014,The Phantom Of The Opera,Majestic,Musical,8848,69,724322,48,8
2,11/2/2014,11,2014,The Real Thing 2014,American Airlines,Play,5765,97,433827,78,5
2,11/2/2014,11,2014,The River,Circle In The Square,Play,2162,104,348102,106,0
2,11/2/2014,11,2014,This Is Our Youth,Cort,Play,4058,48,294214,37,8
2,11/2/2014,11,2014,Wicked,Gershwin,Musical,12097,84,1329813,79,8
2,11/2/2014,11,2014,You Can'T Take It With You,Longacre,Play,5656,66,512339,52,8
9,11/9/2014,11,2014,A Delicate Balance 2014,Golden,Play,6416,100,857375,99,0
9,11/9/2014,11,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6801,94,815750,91,8
9,11/9/2014,11,2014,Aladdin,New Amsterdam,Musical,13171,96,1410648,104,8
9,11/9/2014,11,2014,Beautiful,Stephen Sondheim,Musical,8214,100,1330829,104,8
9,11/9/2014,11,2014,Cabaret '14,Studio 54,Musical,6379,89,741877,74,8
9,11/9/2014,11,2014,Chicago,Ambassador,Musical,5926,69,479182,48,8
9,11/9/2014,11,2014,Cinderella,Broadway,Musical,8408,60,629743,52,8
9,11/9/2014,11,2014,Disgraced,Lyceum,Play,6500,89,512646,66,8
9,11/9/2014,11,2014,Hedwig And The Angry Inch,Belasco,Musical,6370,90,624148,84,7
9,11/9/2014,11,2014,If/Then,Richard Rodgers,Musical,7556,72,569810,44,8
9,11/9/2014,11,2014,It'S Only A Play,Schoenfeld,Play,8544,100,1375174,103,8
9,11/9/2014,11,2014,Jersey Boys,August Wilson,Musical,7909,81,826987,72,8
9,11/9/2014,11,2014,Kinky Boots,Al Hirschfeld,Musical,9719,85,1147857,77,8
9,11/9/2014,11,2014,Les Miserables '14,Imperial,Musical,8168,72,683328,56,8
9,11/9/2014,11,2014,Love Letters 2014,Brooks Atkinson,Play,5086,60,393746,44,8
9,11/9/2014,11,2014,Mamma Mia!,Broadhurst,Musical,7549,81,586427,52,8
9,11/9/2014,11,2014,Matilda,Shubert,Musical,9892,86,892409,70,8
9,11/9/2014,11,2014,Motown The Musical,Lunt-Fontanne,Musical,10480,87,1025917,72,8
9,11/9/2014,11,2014,On The Town 2014,Lyric,Musical,10110,67,834113,47,8
9,11/9/2014,11,2014,Once,Jacobs,Musical,5491,65,459801,50,8
9,11/9/2014,11,2014,Pippin,Music Box,Musical,5524,70,449207,43,8
9,11/9/2014,11,2014,Rock Of Ages,Helen Hayes,Musical,3778,81,323107,57,8
9,11/9/2014,11,2014,Side Show 2014,St. James,Musical,7135,78,413928,41,0
9,11/9/2014,11,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1638827,118,8
9,11/9/2014,11,2014,The Country House,Friedman,Play,3722,72,209004,35,8
9,11/9/2014,11,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7922,97,895900,94,8
9,11/9/2014,11,2014,The Elephant Man 2014,Booth,Play,3182,103,520087,113,0
9,11/9/2014,11,2014,The Last Ship,Neil Simon,Musical,7145,66,543860,44,8
9,11/9/2014,11,2014,The Lion King,Minskoff,Musical,13502,99,1737729,93,8
9,11/9/2014,11,2014,The Phantom Of The Opera,Majestic,Musical,8710,68,720968,48,8
9,11/9/2014,11,2014,The Real Thing 2014,American Airlines,Play,5823,98,490862,77,8
9,11/9/2014,11,2014,The River,Circle In The Square,Play,5716,103,917008,105,0
9,11/9/2014,11,2014,This Is Our Youth,Cort,Play,4805,57,349111,44,8
9,11/9/2014,11,2014,Wicked,Gershwin,Musical,13524,93,1621169,96,8
9,11/9/2014,11,2014,You Can'T Take It With You,Longacre,Play,6082,71,562949,57,8
16,11/16/2014,11,2014,A Delicate Balance 2014,Golden,Play,6416,100,852393,99,0
16,11/16/2014,11,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6885,95,788831,88,8
16,11/16/2014,11,2014,Aladdin,New Amsterdam,Musical,13237,96,1328493,97,8
16,11/16/2014,11,2014,Beautiful,Stephen Sondheim,Musical,8222,100,1318454,103,8
16,11/16/2014,11,2014,Cabaret '14,Studio 54,Musical,6106,85,686271,68,8
16,11/16/2014,11,2014,Chicago,Ambassador,Musical,5372,62,413434,42,8
16,11/16/2014,11,2014,Cinderella,Broadway,Musical,8518,61,631822,52,8
16,11/16/2014,11,2014,Disgraced,Lyceum,Play,5569,76,471373,61,8
16,11/16/2014,11,2014,Hedwig And The Angry Inch,Belasco,Musical,6308,89,607949,82,7
16,11/16/2014,11,2014,If/Then,Richard Rodgers,Musical,6975,67,466852,36,8
16,11/16/2014,11,2014,It'S Only A Play,Schoenfeld,Play,8479,99,1370168,103,8
16,11/16/2014,11,2014,Jersey Boys,August Wilson,Musical,6994,71,727348,63,8
16,11/16/2014,11,2014,Kinky Boots,Al Hirschfeld,Musical,10114,89,1142851,77,8
16,11/16/2014,11,2014,Les Miserables '14,Imperial,Musical,7315,65,603883,50,8
16,11/16/2014,11,2014,Love Letters 2014,Brooks Atkinson,Play,5603,75,483280,62,7
16,11/16/2014,11,2014,Mamma Mia!,Broadhurst,Musical,6181,66,483950,43,8
16,11/16/2014,11,2014,Matilda,Shubert,Musical,8578,75,744214,58,8
16,11/16/2014,11,2014,Motown The Musical,Lunt-Fontanne,Musical,10157,84,997824,70,8
16,11/16/2014,11,2014,On The Town 2014,Lyric,Musical,10345,69,843648,47,8
16,11/16/2014,11,2014,Once,Jacobs,Musical,5652,67,462158,50,8
16,11/16/2014,11,2014,Pippin,Music Box,Musical,5210,66,397603,38,8
16,11/16/2014,11,2014,Rock Of Ages,Helen Hayes,Musical,3718,80,323042,57,8
16,11/16/2014,11,2014,Side Show 2014,St. James,Musical,8957,86,449747,39,0
16,11/16/2014,11,2014,The Book Of Mormon,Eugene O'Neill,Musical,8751,103,1594690,115,8
