Date.Day,Date.Full,Date.Month,Date.Year,Show.Name,Show.Theatre,Show.Type,Statistics.Attendance,Statistics.Capacity,Statistics.Gross,Statistics.Gross Potential,Statistics.Performances
15,3/15/2015,3,2015,The Lion King,Minskoff,Musical,13587,100,1824627,95,8
15,3/15/2015,3,2015,The Phantom Of The Opera,Majestic,Musical,10290,80,847147,56,8
15,3/15/2015,3,2015,Wicked,Gershwin,Musical,15024,98,1818766,108,8
22,3/22/2015,3,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6907,95,688806,72,8
22,3/22/2015,3,2015,Aladdin,New Amsterdam,Musical,13786,100,1445641,103,8
22,3/22/2015,3,2015,An American In Paris,Palace,Musical,9050,92,737241,69,0
22,3/22/2015,3,2015,Beautiful,Stephen Sondheim,Musical,7512,92,992794,77,8
22,3/22/2015,3,2015,Cabaret '14,Studio 54,Musical,6953,97,856644,84,8
22,3/22/2015,3,2015,Chicago,Ambassador,Musical,7926,92,675431,68,8
22,3/22/2015,3,2015,Finding Neverland,Lunt-Fontanne,Musical,10460,101,1004171,79,0
22,3/22/2015,3,2015,Fish In The Dark,Cort,Play,8720,102,1192234,115,8
22,3/22/2015,3,2015,Gigi,Neil Simon,Musical,4291,79,331484,48,0
22,3/22/2015,3,2015,Hand To God,Booth,Play,5137,82,217974,35,0
22,3/22/2015,3,2015,Hedwig And The Angry Inch,Belasco,Musical,4631,66,421691,56,7
22,3/22/2015,3,2015,Honeymoon In Vegas,Nederlander,Musical,5188,56,386247,33,8
22,3/22/2015,3,2015,If/Then,Richard Rodgers,Musical,8837,84,857730,66,8
22,3/22/2015,3,2015,It Shoulda Been You,Brooks Atkinson,Musical,5110,87,293768,41,0
22,3/22/2015,3,2015,It'S Only A Play,Jacobs,Play,4700,55,420606,40,8
22,3/22/2015,3,2015,Jersey Boys,August Wilson,Musical,8390,85,783181,68,8
22,3/22/2015,3,2015,Kinky Boots,Al Hirschfeld,Musical,10381,91,1056517,76,8
22,3/22/2015,3,2015,Les Miserables '14,Imperial,Musical,10313,91,834837,68,8
22,3/22/2015,3,2015,Mamma Mia!,Broadhurst,Musical,7881,84,634709,64,8
22,3/22/2015,3,2015,Matilda,Shubert,Musical,11514,101,1049234,82,8
22,3/22/2015,3,2015,On The Town 2014,Lyric,Musical,8583,57,575425,32,8
22,3/22/2015,3,2015,On The Twentieth Century,American Airlines,Musical,5804,100,466078,57,8
22,3/22/2015,3,2015,Skylight 2015,Golden,Play,5372,96,581494,82,0
22,3/22/2015,3,2015,The Audience,Schoenfeld,Play,7602,102,1173331,111,7
22,3/22/2015,3,2015,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1547575,111,8
22,3/22/2015,3,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7812,96,797549,82,8
22,3/22/2015,3,2015,The Heidi Chronicles 2015,Music Box,Play,5869,73,329002,37,5
22,3/22/2015,3,2015,The King And I 2015,Vivian Beaumont,Musical,8316,99,814492,73,0
22,3/22/2015,3,2015,The Lion King,Minskoff,Musical,13499,99,1901829,99,8
22,3/22/2015,3,2015,The Phantom Of The Opera,Majestic,Musical,11372,89,974043,64,8
22,3/22/2015,3,2015,Wicked,Gershwin,Musical,15214,99,1855247,110,8
22,3/22/2015,3,2015,Wolf Hall Parts One & Two,Winter Garden,Play,4212,76,419780,59,0
29,3/29/2015,3,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6469,89,642467,67,8
29,3/29/2015,3,2015,Aladdin,New Amsterdam,Musical,13785,100,1569812,102,8
29,3/29/2015,3,2015,An American In Paris,Palace,Musical,10620,92,859762,69,0
29,3/29/2015,3,2015,Beautiful,Stephen Sondheim,Musical,7279,89,979932,76,8
29,3/29/2015,3,2015,Cabaret '14,Studio 54,Musical,7042,99,935989,92,8
29,3/29/2015,3,2015,Chicago,Ambassador,Musical,8032,93,694655,70,8
29,3/29/2015,3,2015,Doctor Zhivago,Broadway,Musical,3935,89,291270,60,0
29,3/29/2015,3,2015,Finding Neverland,Lunt-Fontanne,Musical,11211,95,1046994,72,0
29,3/29/2015,3,2015,Fish In The Dark,Cort,Play,8720,102,1200038,115,8
29,3/29/2015,3,2015,Fun Home,Circle In The Square,Musical,2822,100,218509,59,0
29,3/29/2015,3,2015,Gigi,Neil Simon,Musical,7407,78,483908,41,0
29,3/29/2015,3,2015,Hand To God,Booth,Play,5379,86,235413,38,0
29,3/29/2015,3,2015,Hedwig And The Angry Inch,Belasco,Musical,5908,84,506395,67,7
29,3/29/2015,3,2015,Honeymoon In Vegas,Nederlander,Musical,5020,55,371576,32,8
29,3/29/2015,3,2015,It Shoulda Been You,Brooks Atkinson,Musical,6144,79,335706,35,0
29,3/29/2015,3,2015,It'S Only A Play,Jacobs,Play,6130,71,612583,58,8
29,3/29/2015,3,2015,Jersey Boys,August Wilson,Musical,8053,82,738877,64,8
29,3/29/2015,3,2015,Kinky Boots,Al Hirschfeld,Musical,9875,87,1004700,72,8
29,3/29/2015,3,2015,Les Miserables '14,Imperial,Musical,9568,85,800286,66,8
29,3/29/2015,3,2015,Mamma Mia!,Broadhurst,Musical,8483,91,699086,70,8
29,3/29/2015,3,2015,Matilda,Shubert,Musical,11486,100,1137135,89,8
29,3/29/2015,3,2015,On The Town 2014,Lyric,Musical,9032,60,573548,32,8
29,3/29/2015,3,2015,On The Twentieth Century,American Airlines,Musical,5664,98,486398,59,8
29,3/29/2015,3,2015,Skylight 2015,Golden,Play,6215,97,618692,77,0
29,3/29/2015,3,2015,Something Rotten!,St. James,Musical,10307,99,363874,69,0
29,3/29/2015,3,2015,The Audience,Schoenfeld,Play,7584,101,1164962,110,7
29,3/29/2015,3,2015,The Book Of Mormon,Eugene O'Neill,Musical,8751,103,1529584,110,8
29,3/29/2015,3,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7758,95,792781,81,8
29,3/29/2015,3,2015,The Heidi Chronicles 2015,Music Box,Play,4981,62,335976,38,8
29,3/29/2015,3,2015,The King And I 2015,Vivian Beaumont,Musical,8377,100,776946,70,0
29,3/29/2015,3,2015,The Lion King,Minskoff,Musical,13494,99,2064202,98,8
29,3/29/2015,3,2015,The Phantom Of The Opera,Majestic,Musical,11422,89,964013,64,8
29,3/29/2015,3,2015,The Visit 2015,Lyceum,Musical,3582,80,167410,35,0
29,3/29/2015,3,2015,Wicked,Gershwin,Musical,14604,95,1872149,111,8
29,3/29/2015,3,2015,Wolf Hall Parts One & Two,Winter Garden,Play,8877,80,886920,64,0
5,4/5/2015,4,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6475,89,617753,64,8
5,4/5/2015,4,2015,Airline Highway,Friedman,Play,2619,70,90799,21,0
5,4/5/2015,4,2015,Aladdin,New Amsterdam,Musical,15508,100,2024667,104,9
5,4/5/2015,4,2015,An American In Paris,Palace,Musical,12114,92,967151,68,0
5,4/5/2015,4,2015,Beautiful,Stephen Sondheim,Musical,7312,89,835957,65,8
5,4/5/2015,4,2015,Chicago,Ambassador,Musical,7463,86,669411,67,8
5,4/5/2015,4,2015,Doctor Zhivago,Broadway,Musical,7480,72,368018,33,0
5,4/5/2015,4,2015,Finding Neverland,Lunt-Fontanne,Musical,11804,100,1153212,79,0
5,4/5/2015,4,2015,Fish In The Dark,Cort,Play,8720,102,1196788,115,8
5,4/5/2015,4,2015,Fun Home,Circle In The Square,Musical,4221,91,310222,50,0
5,4/5/2015,4,2015,Gigi,Neil Simon,Musical,8619,91,585448,49,0
5,4/5/2015,4,2015,Hand To God,Booth,Play,4848,77,213302,34,0
5,4/5/2015,4,2015,Hedwig And The Angry Inch,Belasco,Musical,5454,77,493136,65,7
5,4/5/2015,4,2015,Honeymoon In Vegas,Nederlander,Musical,5371,58,368966,32,8
5,4/5/2015,4,2015,It Shoulda Been You,Brooks Atkinson,Musical,5473,70,310872,32,0
5,4/5/2015,4,2015,It'S Only A Play,Jacobs,Play,6093,71,514337,51,8
5,4/5/2015,4,2015,Jersey Boys,August Wilson,Musical,7466,76,710080,62,8
5,4/5/2015,4,2015,Kinky Boots,Al Hirschfeld,Musical,9165,80,937627,64,8
5,4/5/2015,4,2015,Les Miserables '14,Imperial,Musical,10848,96,981252,80,8
5,4/5/2015,4,2015,Living On Love,Longacre,Play,3977,74,126172,26,0
5,4/5/2015,4,2015,Mamma Mia!,Broadhurst,Musical,8884,95,813160,73,8
5,4/5/2015,4,2015,Matilda,Shubert,Musical,11493,100,1416637,111,8
5,4/5/2015,4,2015,On The Town 2014,Lyric,Musical,9468,63,563746,31,8
5,4/5/2015,4,2015,On The Twentieth Century,American Airlines,Musical,5398,93,509348,62,8
5,4/5/2015,4,2015,Skylight 2015,Golden,Play,6201,97,625494,74,5
5,4/5/2015,4,2015,Something Rotten!,St. James,Musical,10257,95,507102,55,0
5,4/5/2015,4,2015,The Audience,Schoenfeld,Play,7505,100,1142590,108,7
5,4/5/2015,4,2015,The Book Of Mormon,Eugene O'Neill,Musical,8751,103,1517640,109,8
5,4/5/2015,4,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7412,91,749788,77,8
5,4/5/2015,4,2015,The Heidi Chronicles 2015,Music Box,Play,3994,50,275393,31,8
5,4/5/2015,4,2015,The King And I 2015,Vivian Beaumont,Musical,8376,100,828367,74,0
5,4/5/2015,4,2015,The Lion King,Minskoff,Musical,15295,100,2633531,101,9
5,4/5/2015,4,2015,The Phantom Of The Opera,Majestic,Musical,11142,87,1230960,81,8
5,4/5/2015,4,2015,The Visit 2015,Lyceum,Musical,5155,72,214803,28,0
5,4/5/2015,4,2015,Wicked,Gershwin,Musical,15857,91,2358372,94,9
5,4/5/2015,4,2015,Wolf Hall Parts One & Two,Winter Garden,Play,8127,73,689541,50,0
12,4/12/2015,4,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7149,99,712576,74,8
12,4/12/2015,4,2015,Airline Highway,Friedman,Play,3825,76,143150,24,0
12,4/12/2015,4,2015,Aladdin,New Amsterdam,Musical,13786,100,1768354,102,8
12,4/12/2015,4,2015,An American In Paris,Palace,Musical,11559,98,826417,76,1
12,4/12/2015,4,2015,Beautiful,Stephen Sondheim,Musical,7890,96,1057902,82,8
12,4/12/2015,4,2015,Chicago,Ambassador,Musical,7128,82,612057,62,8
12,4/12/2015,4,2015,Doctor Zhivago,Broadway,Musical,8920,75,535584,42,0
12,4/12/2015,4,2015,Finding Neverland,Lunt-Fontanne,Musical,12040,102,1129481,77,0
12,4/12/2015,4,2015,Fish In The Dark,Cort,Play,8720,102,1169986,112,8
12,4/12/2015,4,2015,Fun Home,Circle In The Square,Musical,5239,98,401034,57,0
12,4/12/2015,4,2015,Gigi,Neil Simon,Musical,8637,78,635256,53,6
12,4/12/2015,4,2015,Hand To God,Booth,Play,5431,87,282901,41,7
12,4/12/2015,4,2015,Hedwig And The Angry Inch,Belasco,Musical,4711,67,437941,58,7
12,4/12/2015,4,2015,It Shoulda Been You,Brooks Atkinson,Musical,7683,96,402840,41,0
12,4/12/2015,4,2015,It'S Only A Play,Jacobs,Play,7430,86,694877,69,8
12,4/12/2015,4,2015,Jersey Boys,August Wilson,Musical,8231,84,808116,70,8
12,4/12/2015,4,2015,Kinky Boots,Al Hirschfeld,Musical,10614,93,1082034,77,8
12,4/12/2015,4,2015,Les Miserables '14,Imperial,Musical,10373,92,919372,75,8
12,4/12/2015,4,2015,Living On Love,Longacre,Play,5804,68,198392,21,0
12,4/12/2015,4,2015,Mamma Mia!,Broadhurst,Musical,8438,90,766214,69,8
12,4/12/2015,4,2015,Matilda,Shubert,Musical,11429,100,1248351,98,8
12,4/12/2015,4,2015,On The Town 2014,Lyric,Musical,10755,72,752482,42,8
12,4/12/2015,4,2015,On The Twentieth Century,American Airlines,Musical,5667,98,517707,63,8
12,4/12/2015,4,2015,Skylight 2015,Golden,Play,6403,100,749843,87,8
12,4/12/2015,4,2015,Something Rotten!,St. James,Musical,9310,99,619159,77,0
12,4/12/2015,4,2015,The Audience,Schoenfeld,Play,7545,101,1143548,108,7
12,4/12/2015,4,2015,The Book Of Mormon,Eugene O'Neill,Musical,8746,103,1517969,109,8
12,4/12/2015,4,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7912,97,811321,83,8
12,4/12/2015,4,2015,The Heidi Chronicles 2015,Music Box,Play,4934,62,368596,41,8
12,4/12/2015,4,2015,The King And I 2015,Vivian Beaumont,Musical,8376,100,761311,68,0
12,4/12/2015,4,2015,The Lion King,Minskoff,Musical,13436,99,2293061,102,8
12,4/12/2015,4,2015,The Phantom Of The Opera,Majestic,Musical,10482,82,1097215,72,8
12,4/12/2015,4,2015,The Visit 2015,Lyceum,Musical,5193,72,224289,29,0
12,4/12/2015,4,2015,Wicked,Gershwin,Musical,14678,96,2181861,98,8
12,4/12/2015,4,2015,Wolf Hall Parts One & Two,Winter Garden,Play,8525,77,594758,43,7
19,4/19/2015,4,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6151,85,624330,65,8
19,4/19/2015,4,2015,Airline Highway,Friedman,Play,4556,91,144334,24,0
19,4/19/2015,4,2015,Aladdin,New Amsterdam,Musical,13703,99,1534574,97,8
19,4/19/2015,4,2015,An American In Paris,Palace,Musical,12546,93,1149324,79,8
19,4/19/2015,4,2015,Beautiful,Stephen Sondheim,Musical,7427,90,1045282,81,8
19,4/19/2015,4,2015,Chicago,Ambassador,Musical,5776,67,457461,46,8
19,4/19/2015,4,2015,Doctor Zhivago,Broadway,Musical,8097,78,464613,41,0
19,4/19/2015,4,2015,Finding Neverland,Lunt-Fontanne,Musical,11781,98,1049280,81,7
19,4/19/2015,4,2015,Fish In The Dark,Cort,Play,8700,101,1180983,113,8
19,4/19/2015,4,2015,Fun Home,Circle In The Square,Musical,5813,98,335213,45,1
19,4/19/2015,4,2015,Gigi,Neil Simon,Musical,7185,65,529723,39,8
19,4/19/2015,4,2015,Hand To God,Booth,Play,4464,71,319194,47,8
19,4/19/2015,4,2015,Hedwig And The Angry Inch,Belasco,Musical,5390,76,491112,65,7
19,4/19/2015,4,2015,It Shoulda Been You,Brooks Atkinson,Musical,6285,77,350708,40,7
19,4/19/2015,4,2015,It'S Only A Play,Jacobs,Play,6287,73,614702,61,8
19,4/19/2015,4,2015,Jersey Boys,August Wilson,Musical,6545,67,659295,57,8
19,4/19/2015,4,2015,Kinky Boots,Al Hirschfeld,Musical,9034,79,926778,70,8
19,4/19/2015,4,2015,Les Miserables '14,Imperial,Musical,8710,77,710489,58,8
19,4/19/2015,4,2015,Living On Love,Longacre,Play,6745,79,170833,18,0
19,4/19/2015,4,2015,Mamma Mia!,Broadhurst,Musical,7546,81,634127,57,8
19,4/19/2015,4,2015,Matilda,Shubert,Musical,10933,95,953753,75,8
19,4/19/2015,4,2015,On The Town 2014,Lyric,Musical,8252,55,552910,31,8
19,4/19/2015,4,2015,On The Twentieth Century,American Airlines,Musical,5691,99,520852,63,8
19,4/19/2015,4,2015,Something Rotten!,St. James,Musical,9834,92,702924,76,0
19,4/19/2015,4,2015,The Audience,Schoenfeld,Play,7565,101,1165779,110,7
19,4/19/2015,4,2015,The Book Of Mormon,Eugene O'Neill,Musical,8716,102,1467290,105,8
19,4/19/2015,4,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,6879,84,710303,73,8
19,4/19/2015,4,2015,The Heidi Chronicles 2015,Music Box,Play,4024,50,311933,35,8
19,4/19/2015,4,2015,The King And I 2015,Vivian Beaumont,Musical,8376,100,764035,64,5
19,4/19/2015,4,2015,The Lion King,Minskoff,Musical,13187,97,1843463,100,8
19,4/19/2015,4,2015,The Phantom Of The Opera,Majestic,Musical,9607,75,774420,51,8
19,4/19/2015,4,2015,The Visit 2015,Lyceum,Musical,5101,71,212750,28,0
19,4/19/2015,4,2015,Wicked,Gershwin,Musical,14065,93,1655749,90,8
19,4/19/2015,4,2015,Wolf Hall Parts One & Two,Winter Garden,Play,7607,69,860730,62,8
26,4/26/2015,4,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5860,81,578704,60,8
26,4/26/2015,4,2015,Airline Highway,Friedman,Play,4349,87,126468,23,5
26,4/26/2015,4,2015,Aladdin,New Amsterdam,Musical,13786,100,1492453,101,8
26,4/26/2015,4,2015,An American In Paris,Palace,Musical,12819,95,1235247,85,8
26,4/26/2015,4,2015,Beautiful,Stephen Sondheim,Musical,7536,92,1049011,82,8
26,4/26/2015,4,2015,Chicago,Ambassador,Musical,6819,79,552016,56,8
26,4/26/2015,4,2015,Doctor Zhivago,Broadway,Musical,9366,79,485335,38,7
26,4/26/2015,4,2015,Finding Neverland,Lunt-Fontanne,Musical,11594,96,1096966,74,8
26,4/26/2015,4,2015,Fish In The Dark,Cort,Play,8720,102,1182215,114,8
26,4/26/2015,4,2015,Fun Home,Circle In The Square,Musical,5350,90,436173,59,8
26,4/26/2015,4,2015,Gigi,Neil Simon,Musical,7322,66,570683,42,8
26,4/26/2015,4,2015,Hand To God,Booth,Play,4575,73,343575,50,8
26,4/26/2015,4,2015,Hedwig And The Angry Inch,Belasco,Musical,6363,90,702944,93,7
26,4/26/2015,4,2015,It Shoulda Been You,Brooks Atkinson,Musical,5919,73,447362,45,8
26,4/26/2015,4,2015,It'S Only A Play,Jacobs,Play,6895,80,678842,67,8
26,4/26/2015,4,2015,Jersey Boys,August Wilson,Musical,6295,64,614631,53,8
26,4/26/2015,4,2015,Kinky Boots,Al Hirschfeld,Musical,9087,80,927593,67,8
26,4/26/2015,4,2015,Les Miserables '14,Imperial,Musical,9108,81,724981,59,8
26,4/26/2015,4,2015,Living On Love,Longacre,Play,5975,70,155646,16,8
26,4/26/2015,4,2015,Mamma Mia!,Broadhurst,Musical,7925,85,666960,60,8
26,4/26/2015,4,2015,Matilda,Shubert,Musical,11296,99,995903,78,8
26,4/26/2015,4,2015,On The Town 2014,Lyric,Musical,8560,57,567250,32,8
26,4/26/2015,4,2015,On The Twentieth Century,American Airlines,Musical,4973,86,462221,56,8
26,4/26/2015,4,2015,Skylight 2015,Golden,Play,6416,100,775492,90,8
26,4/26/2015,4,2015,Something Rotten!,St. James,Musical,12031,92,716593,81,6
26,4/26/2015,4,2015,The Audience,Schoenfeld,Play,7537,101,1164521,110,7
26,4/26/2015,4,2015,The Book Of Mormon,Eugene O'Neill,Musical,8744,103,1469646,106,8
26,4/26/2015,4,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7147,88,713943,73,8
26,4/26/2015,4,2015,The Heidi Chronicles 2015,Music Box,Play,4195,52,313425,35,8
26,4/26/2015,4,2015,The King And I 2015,Vivian Beaumont,Musical,8376,100,981217,81,8
26,4/26/2015,4,2015,The Lion King,Minskoff,Musical,13557,100,1972747,100,8
26,4/26/2015,4,2015,The Phantom Of The Opera,Majestic,Musical,10663,83,866892,57,8
26,4/26/2015,4,2015,The Visit 2015,Lyceum,Musical,5228,73,180105,24,5
26,4/26/2015,4,2015,Wicked,Gershwin,Musical,14847,96,1741459,95,8
26,4/26/2015,4,2015,Wolf Hall Parts One & Two,Winter Garden,Play,6640,60,734292,53,8
3,5/3/2015,5,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5148,71,500038,52,8
3,5/3/2015,5,2015,Airline Highway,Friedman,Play,3419,68,157029,35,8
3,5/3/2015,5,2015,Aladdin,New Amsterdam,Musical,13785,100,1408344,96,8
3,5/3/2015,5,2015,An American In Paris,Palace,Musical,13026,97,1220231,84,8
3,5/3/2015,5,2015,Beautiful,Stephen Sondheim,Musical,7421,90,1033010,80,8
3,5/3/2015,5,2015,Chicago,Ambassador,Musical,7457,86,598993,60,8
3,5/3/2015,5,2015,Doctor Zhivago,Broadway,Musical,7994,68,515163,43,8
3,5/3/2015,5,2015,Finding Neverland,Lunt-Fontanne,Musical,11308,94,1093498,74,8
3,5/3/2015,5,2015,Fish In The Dark,Cort,Play,8694,101,1158381,111,8
3,5/3/2015,5,2015,Fun Home,Circle In The Square,Musical,5700,98,531985,71,8
3,5/3/2015,5,2015,Gigi,Neil Simon,Musical,6833,62,550516,41,8
3,5/3/2015,5,2015,Hand To God,Booth,Play,4758,76,346364,51,8
3,5/3/2015,5,2015,Hedwig And The Angry Inch,Belasco,Musical,4203,70,418702,66,6
3,5/3/2015,5,2015,It Shoulda Been You,Brooks Atkinson,Musical,4849,60,350281,35,8
3,5/3/2015,5,2015,It'S Only A Play,Jacobs,Play,6078,71,584042,58,8
3,5/3/2015,5,2015,Jersey Boys,August Wilson,Musical,5913,60,575211,50,8
3,5/3/2015,5,2015,Kinky Boots,Al Hirschfeld,Musical,8471,74,901034,68,8
3,5/3/2015,5,2015,Les Miserables '14,Imperial,Musical,7732,69,571832,47,8
3,5/3/2015,5,2015,Living On Love,Longacre,Play,4821,56,160105,17,8
3,5/3/2015,5,2015,Mamma Mia!,Broadhurst,Musical,7718,83,660796,59,8
3,5/3/2015,5,2015,Matilda,Shubert,Musical,9430,82,735660,58,8
3,5/3/2015,5,2015,On The Town 2014,Lyric,Musical,7944,53,501640,28,8
3,5/3/2015,5,2015,On The Twentieth Century,American Airlines,Musical,5639,98,489687,60,8
3,5/3/2015,5,2015,Skylight 2015,Golden,Play,6401,100,776373,90,8
3,5/3/2015,5,2015,Something Rotten!,St. James,Musical,11243,84,801033,77,8
3,5/3/2015,5,2015,The Audience,Schoenfeld,Play,7534,101,1166293,110,7
3,5/3/2015,5,2015,The Book Of Mormon,Eugene O'Neill,Musical,8749,103,1407988,101,8
3,5/3/2015,5,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,6320,78,631589,62,8
3,5/3/2015,5,2015,The Heidi Chronicles 2015,Music Box,Play,5455,68,378471,42,8
3,5/3/2015,5,2015,The King And I 2015,Vivian Beaumont,Musical,8376,100,998387,82,8
3,5/3/2015,5,2015,The Lion King,Minskoff,Musical,12937,95,1908299,88,8
3,5/3/2015,5,2015,The Phantom Of The Opera,Majestic,Musical,10503,82,837178,55,8
3,5/3/2015,5,2015,The Visit 2015,Lyceum,Musical,4342,60,194145,25,8
3,5/3/2015,5,2015,Wicked,Gershwin,Musical,12512,87,1387456,78,8
3,5/3/2015,5,2015,Wolf Hall Parts One & Two,Winter Garden,Play,6805,62,724737,53,8
10,5/10/2015,5,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5821,80,552694,58,8
10,5/10/2015,5,2015,Airline Highway,Friedman,Play,3608,72,175953,36,8
10,5/10/2015,5,2015,Aladdin,New Amsterdam,Musical,13766,100,1422347,100,8
10,5/10/2015,5,2015,An Act Of God,Studio 54,Play,3702,92,477703,93,0
10,5/10/2015,5,2015,An American In Paris,Palace,Musical,13187,98,1298817,88,8
10,5/10/2015,5,2015,Beautiful,Stephen Sondheim,Musical,7503,91,1075887,84,8
10,5/10/2015,5,2015,Chicago,Ambassador,Musical,7840,91,633554,64,8
10,5/10/2015,5,2015,Doctor Zhivago,Broadway,Musical,8578,73,537474,45,8
10,5/10/2015,5,2015,Finding Neverland,Lunt-Fontanne,Musical,10650,89,1041008,71,8
10,5/10/2015,5,2015,Fish In The Dark,Cort,Play,8701,101,1190948,114,8
10,5/10/2015,5,2015,Fun Home,Circle In The Square,Musical,5918,101,571496,77,8
10,5/10/2015,5,2015,Gigi,Neil Simon,Musical,6179,56,434201,32,8
10,5/10/2015,5,2015,Hand To God,Booth,Play,5061,81,400886,59,8
10,5/10/2015,5,2015,Hedwig And The Angry Inch,Belasco,Musical,5147,73,425224,58,7
10,5/10/2015,5,2015,It Shoulda Been You,Brooks Atkinson,Musical,6021,74,409488,41,8
10,5/10/2015,5,2015,It'S Only A Play,Jacobs,Play,6949,81,694112,69,8
10,5/10/2015,5,2015,Jersey Boys,August Wilson,Musical,6398,65,630632,55,8
10,5/10/2015,5,2015,Kinky Boots,Al Hirschfeld,Musical,9124,80,929720,68,8
10,5/10/2015,5,2015,Les Miserables '14,Imperial,Musical,7455,66,583967,48,8
10,5/10/2015,5,2015,Mamma Mia!,Broadhurst,Musical,8028,86,700567,63,8
10,5/10/2015,5,2015,Matilda,Shubert,Musical,9709,85,762461,60,8
10,5/10/2015,5,2015,On The Town 2014,Lyric,Musical,4425,59,202745,23,4
10,5/10/2015,5,2015,On The Twentieth Century,American Airlines,Musical,5719,99,595851,72,8
10,5/10/2015,5,2015,Skylight 2015,Golden,Play,6397,100,763767,89,8
10,5/10/2015,5,2015,Something Rotten!,St. James,Musical,11691,88,903211,87,8
10,5/10/2015,5,2015,The Audience,Schoenfeld,Play,7539,101,1167241,110,7
10,5/10/2015,5,2015,The Book Of Mormon,Eugene O'Neill,Musical,8744,103,1446131,104,8
10,5/10/2015,5,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,6839,84,682260,68,8
10,5/10/2015,5,2015,The King And I 2015,Vivian Beaumont,Musical,8376,100,951532,78,8
10,5/10/2015,5,2015,The Lion King,Minskoff,Musical,11480,96,1701798,94,7
10,5/10/2015,5,2015,The Phantom Of The Opera,Majestic,Musical,9878,77,788386,52,8
10,5/10/2015,5,2015,The Visit 2015,Lyceum,Musical,3958,55,208078,27,8
10,5/10/2015,5,2015,Wicked,Gershwin,Musical,13067,90,1469322,83,8
10,5/10/2015,5,2015,Wolf Hall Parts One & Two,Winter Garden,Play,5810,53,630653,52,8
17,5/17/2015,5,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6143,85,577859,60,8
17,5/17/2015,5,2015,Airline Highway,Friedman,Play,3591,72,180476,37,8
17,5/17/2015,5,2015,Aladdin,New Amsterdam,Musical,13788,100,1467090,99,8
17,5/17/2015,5,2015,An Act Of God,Studio 54,Play,6489,81,738682,73,0
17,5/17/2015,5,2015,An American In Paris,Palace,Musical,13417,100,1280111,87,8
17,5/17/2015,5,2015,Beautiful,Stephen Sondheim,Musical,7979,97,1124463,88,8
17,5/17/2015,5,2015,Chicago,Ambassador,Musical,8184,95,667974,67,8
17,5/17/2015,5,2015,Finding Neverland,Lunt-Fontanne,Musical,10846,90,1067924,72,8
17,5/17/2015,5,2015,Fish In The Dark,Cort,Play,8719,102,1208230,116,8
17,5/17/2015,5,2015,Fun Home,Circle In The Square,Musical,5985,102,587716,79,8
17,5/17/2015,5,2015,Gigi,Neil Simon,Musical,7301,66,493858,37,8
17,5/17/2015,5,2015,Hand To God,Booth,Play,5533,88,427117,63,8
17,5/17/2015,5,2015,Hedwig And The Angry Inch,Belasco,Musical,5207,74,448280,61,7
17,5/17/2015,5,2015,It Shoulda Been You,Brooks Atkinson,Musical,6231,77,418416,42,8
17,5/17/2015,5,2015,It'S Only A Play,Jacobs,Play,6545,76,639751,64,8
17,5/17/2015,5,2015,Jersey Boys,August Wilson,Musical,6998,71,686201,60,8
17,5/17/2015,5,2015,Kinky Boots,Al Hirschfeld,Musical,9947,87,1017917,74,8
17,5/17/2015,5,2015,Les Miserables '14,Imperial,Musical,8800,78,675325,55,8
17,5/17/2015,5,2015,Mamma Mia!,Broadhurst,Musical,8317,89,730105,66,8
17,5/17/2015,5,2015,Matilda,Shubert,Musical,10693,93,846868,66,8
17,5/17/2015,5,2015,On The Town 2014,Lyric,Musical,9756,65,614881,34,8
17,5/17/2015,5,2015,On The Twentieth Century,American Airlines,Musical,5794,100,582568,71,8
17,5/17/2015,5,2015,Skylight 2015,Golden,Play,6392,100,775421,90,8
17,5/17/2015,5,2015,Something Rotten!,St. James,Musical,12436,93,950418,92,8
17,5/17/2015,5,2015,The Audience,Schoenfeld,Play,7576,101,1194528,113,7
17,5/17/2015,5,2015,The Book Of Mormon,Eugene O'Neill,Musical,8743,103,1534408,110,8
